uname,sex,message,like,uid,location,emotion,sentiment_score
橘子先生是小姐,女,姑母十几岁时曾跳进塞纳河的波浪里，之后的一个月她都在打喷嚏。可如果有来生，想起那人那雪那塞纳河水，她说愿意再来一遍。,2,431082938,未知,非常积极,0.92 
别抢我的锅包肉吃,女,哭死了 我是个俗人 还是希望后面的if是真的,2,58003445,未知,中性,0.56 
我想成为一只熊猫,保密,想和男朋友在电影院看《lalaland》,2,45236103,未知,积极,0.67 
绮良里,保密,我一直以为是上个世纪的老电影，没想到是17年的,2,27721803,未知,非常积极,0.86 
CoSante,保密,大会员充起了，求推荐跟lalaland同样优秀的电影（或者在你心里更优秀）我会都认真去品！谢谢！给心心给心心给心心微笑,2,394313800,未知,非常积极,1.00 
请成为想成为的人,女,"害，开始看隐隐感觉是be两个都追梦的人，这不得be后面男主找到女主，有觉得不会he 吧，要是he就感觉有点假了，然后最后一波假设他们当时避过所有错误选项有点刀了，但是依然不是很刀到本母单，
哈哈哈，歌都好好听啊，画面也好好看，还有只要最后都实现梦想就是好结局啊，都有钱赚啊，多棒。
放弃梦想什么的，我也没啥梦想和坚持，有钱就行，
最后看到了他们都在成全彼此，很喜欢男主鼓励女主的话，不过我会学会自己成全自己，自己鼓励自己。",2,2114241307,未知,非常积极,1.00 
哥哥不浪,男,完蛋，看完无感，我是要单身一辈子吗囧呆无语,2,43097209,未知,消极,0.27 
我叫郝先生,男,为了梦想，本来惺惺相惜的两个人走在了一起，为了彼此，让本该走在一起的两人又走散了。,2,103104492,未知,非常积极,0.99 
蜡艺蜡,女,lalaland,2,11198558,未知,中性,0.50 
dddnhn,保密,建议关弹幕,2,351601407,未知,积极,0.74 
我想保护我的她,男,每一次看都会忍不住想你，不舍得说再见，哪怕你已结婚，已做母亲,2,123727012,未知,非常积极,0.94 
S4uryF秋刀鱼,男,"一个我喜欢的人昨天过生日，我则来看看她最喜欢的电影
City of stars",2,112891807,未知,非常积极,0.97 
小小小小海诺,保密,标记,2,1889621177,未知,中性,0.45 
清酒爱跑步,男,电影最后从welcome to sebs哭到结束,2,442312792,未知,积极,0.76 
_魏青鱼,男,"明明可以好好说，也可以互相等待，可惜，Real life no if line
男主为了杂志拍摄错过女主第一场剧时就突然想起那句话：
你来晚了，李嘉图。",2,40103218,未知,非常积极,0.95 
账号已注销,保密,我看不懂，但是感受到浪漫悲伤纠结难过和没有是非对错。,2,634849062,未知,非常积极,1.00 
一只虫虫儿飞啊飞,保密,"我以为在雨夜打开一部欢乐的轻松喜剧，结果是人生无数意难平又添了一件。
我爱着你，我爱过你，我还爱你，但我们未能白首偕老热词系列我哭了",2,23860449,未知,非常积极,1.00 
要努力的椰果茶,女,Ill always love you爱乐之城,2,29006110,未知,中性,0.57 
圆子馒头,保密,笑着进去，哭着出来辣眼睛,2,470692147,未知,积极,0.63 
一只大菜菜呀,女,今天免费看了脱单doge,2,176423673,未知,中性,0.51 
MissSherlock,保密,看一遍哭一遍特别是最后的Sebs，明明是他开始刚开始嫌弃的名字却为了她使用了，真爱啊tv难过,2,35121523,未知,非常积极,0.98 
Eraseting,保密,如果当时互相能再成熟一点，如果互相情商能再高一点，如果当时自己很有钱，如果，its ok Im gonna always love you,2,20465598,未知,非常积极,0.82 
_乐观的悲观主义者_,女,在梦里，我和我喜欢的男生过完了一生，我挽着他的手臂，大方的跟别人说他是我男朋友，去他家，见他家长，见他学习生活睡觉的地方可我想这不是爱情，我也不该沉湎于过去，见到真正喜欢的人也要勇敢大胆的表达，去他的女生不要主动，真正的爱情是两个独立完整的灵魂相遇，爱不一定要在一起，这才是留住了美好。,2,514973714,未知,非常积极,1.00 
永远等待QAQ,男,和你在一起也是梦想,2,358041902,未知,非常积极,0.90 
大萌神长门有希,女,ceeeeeeeeeeeeb！恭喜ceb！,2,13572,未知,积极,0.71 
黑莲花下死,保密,但是，但是，假如一切重来，我也要奋不顾身地跳入塞纳河。人一生可能就遇到过那样一条河。,2,378053186,未知,非常积极,0.98 
椰汁半岛牛油果,女,说实在，我和前男友看完之后没什么感觉。分手一年多，我们俩关系也还是不错。回头看，发现这个电影需要用时光和经历才能品味出来。,2,66561832,未知,非常积极,0.98 
世界和平阿门,保密,第一次看的时候完全没有感觉，直到最近经历了最深刻和无力的一次感情后，看到这个结局真的哭成狗，心里止不住的难过和遗憾,2,17724420,未知,非常积极,1.00 
戒色皇帝尼谷丁真,男,格温，你来这儿了大哭大哭大哭大哭大哭大哭大哭大哭,2,388858151,未知,非常积极,1.00 
茂茂是宝贝,保密,看完了，泪流满面，梦想与爱情不冲突，可是很多事情都是事与愿违，导致他们分开的并不是梦想，而是更多的无可奈何,2,298548250,未知,非常积极,0.99 
ChilJloi,保密,stone姐太美了大哭大哭大哭,2,21381281,未知,非常积极,0.97 
暹逸,男,电影真的很好，弹幕上面一直刷迪士尼的多少有点毛病，天天就知道迪士尼漫威，生怕别人不知道你的无知,2,41784459,未知,非常积极,1.00 
炮灰溪雨,保密,我后悔了！我妹有想到这最后注定是个悲剧！我妹想到啊！！！大哭大哭大哭我是因为爵士乐才来看的，为了防剧透我没有开弹幕看评论！妹有想到杀人诛心啊囧大哭大哭虽然是好结局但它不完美啊！,2,170121703,未知,非常积极,1.00 
三顿三吨药,保密,大哭真的很感动 好的感情不是非要走到最后 生命中遇到的每一个人都没有办法和我们走完一生 但是经历过的美好的感情却是可以伴随一生的,2,6957217,未知,非常积极,1.00 
顾尘星,保密,我以为我已经不会为爱情片流泪了，却还是为最后十分钟破防,2,38790531,未知,积极,0.78 
本分的农村人66,女,假如一切重来，我会在第一次见面吻你,2,387877354,未知,非常积极,0.98 
四月一日-君尋,男,弹幕低龄是真的多,2,177176803,未知,积极,0.73 
MonMao,保密,在平行时空，你我已相爱幸福的度过一生,2,347860084,未知,非常积极,1.00 
游裔Neo,女,谢谢，片子很好，已经在哭了,2,348578901,未知,非常积极,0.96 
小苍蝇的头,保密,同志们，明日2021520了。妙啊妙啊快来lalaland,2,378509100,未知,非常积极,0.94 
尹原原不是尹圆圆,女,想起了冬天我们一起看这部电影，我看过的，那时候还是偷偷哭的好伤心。你不知道我哭了，应该不知道吧，你也不知道我哭不是因为电影，而且你要走了。也许那是我们最后一次一起看电影，但是我往后每一次听到city of stars，都会想起你。,2,23112820,未知,非常积极,1.00 
八幡fans,男,男女主俩人的爱情结局里就是向现实妥协了。在影片中期，俩人互相指责对方没有为梦想坚持，都鼓励对方为梦想坚持。但是他俩之间的爱情却向现实妥协了。什么天各一方，你在巴黎拍戏，我在这里追逐梦想。那都是借口，让爱情妥协的借口。说白了电影最后就是想表达梦想，人生，比爱情更重要。为了梦想，爱情只是会被牺牲的一方。我承认这样的价值观，我也喜欢这样的价值观。所以这部电影对我来说比国产甜腻剧好看N倍。但这也只是对我而言而已。,2,23780527,未知,非常积极,1.00 
赤盏柒,女,"到现在还记得姐妹看完这部电影和我说的一句话：
可是能实现自己的梦想已经很幸运了啊",2,341063760,未知,非常积极,1.00 
雷炮奥,保密,走到一起的不是理想，是现实和人生。,2,65558729,未知,非常积极,0.90 
佬米啊佬米,保密,"我和前任分手前本来说有时间要一起看这部片子。我没等到那个时候。
等到了我看完这部片子的时候，才发现这就是发生在我们身上的故事。两个人因对彼此梦想的欣赏走到一起，又因对各自梦想的追求分道扬镳",2,37396206,未知,非常积极,1.00 
一起变成橙汁吧,保密,好爱这部，总是会点进来看看,2,252618426,未知,消极,0.39 
炸薯条好次,女,欢迎来到小塞之家委屈,2,22536204,未知,积极,0.64 
rr-19,女,我心中最爱的一部电影，突然语穷。。。表达不出来我脑袋里闪现的画面。看这部电影时总是会感觉很幸福治愈虽然最后结局并不是大众所认为的完美式其实结局很悲。（其实这个结局就很棒了真的特别钦佩参加这部电影的所有人！不管是灯光，场景，音乐，故事。。。。。。都我感悟到了电影的意义美，艺术带给人类的丰富多彩的情绪。希望在以后日子里看爱乐之城都会有更多的领悟吧，我永远喜欢尊敬这部电影。,2,32072401,未知,非常积极,1.00 
Pontiff_Sulyvahn,男,虽然最后没能走到一起，但最后他们都成为了自己想做的那个人，彼此间的鼓励与争吵也促成了他们梦想的实现。,2,226771199,未知,非常积极,0.99 
两色源,男,救命啊这片实在太好哭了。它没有哪怕一个音符是冗余的，包括舞蹈也简直在心里踢踏，就，太容易共情了。最后的蒙太奇也真的过于成熟。我一度觉得煽情最终都会让人觉得矫情，但Chazelle这段煽得我泪腺崩塌。这是第十六遍看La La Land，I am always gonna love you,2,404882503,未知,非常积极,0.89 
变成橙汁喽,保密,想要有良好的观影体验不要开弹幕，无语，真让人无语。对，说的就是弹幕里的某些人，说的就是你。,2,687346168,未知,积极,0.77 
窗寒西泠长白雪,女,真美委屈可能这样的结局不算圆满，但我却觉得这样的爱真美好。,2,8540692,未知,非常积极,1.00 
阿喵喵0428,女,梦想排在爱情前头。这部电影真的很美。,2,14828880,未知,非常积极,1.00 
yanyan16,保密,为什么我第一次看完没有意难平呢，哦，因为在很多年以前我看了一部漫画天堂之吻，过程也是总总难忘，最后男女主为了各自的梦想分开了。当年我很气愤，是真的生气。为什么不可以在一起，不能在一起的理由只能是因为你们互相之间不够爱。后来我也经历了分手，遇到了另一个人。难道是不够爱吗？当电影男女主互相说我会永远爱你的，我心里想着开玩笑吧，这可能是结束一段爱情最后说的那种安慰自己内心的话，又让对方听了感觉很舒服。。。。。不用太在意，人生有无数种可能。,2,4490501,未知,非常积极,1.00 
イタイ,女,大哭大哭大哭大哭大哭大哭大哭大哭大哭大哭大哭大哭,2,379984940,未知,非常积极,1.00 
九千两,保密,我哭出太平洋生离比死别更让我意难平,2,2151811,未知,积极,0.72 
_葛温德林,女,打卡  如果可以回到过去 我会在见你第一眼 抱你吻你带你走 ，可是回不去了 希望你能更好的生活吧。,2,8779937,未知,非常积极,1.00 
快乐菠萝宝,女,"Heres to the mess I make 
 BEof me",2,13350083,未知,非常消极,0.12 
满龙啊,保密,人生有时就是这样,2,64102046,未知,积极,0.61 
F_dae,女,呜呜情人节打卡 真好,2,11597529,未知,中性,0.44 
柴君啊,保密,热词系列打卡,2,22043158,未知,积极,0.72 
心明眼亮的布束,保密,2152  sign off on it  拼写错误。。。,2,2026159,未知,消极,0.22 
ToxicNeolib,男,三年前她拉着我一起看了这部片子，她很平静，反而是我看得满脸是泪。后来她走了，这片子我也没再敢看过。如今她又回来了，而我看这部片子也不掉泪了。,2,265597367,未知,非常积极,1.00 
4444-肆肆肆肆,保密,我带着伤痛来看，这是一个混蛋的前女友（前女友是好人）喜欢的电影，刚看完电影蛮荒故事，我觉得我准备好接受心灵摧残了,2,50996376,未知,非常积极,1.00 
只吃肽聚糖,男,绝对值得多刷，画面舞美音乐都是顶级，价值观也非常正！,2,348673514,未知,非常积极,0.99 
鬼王强,男,跟男朋友看的 现在是前任,2,9980782,未知,积极,0.68 
ciarrrrrrrrzxxh,女,这是我跟他一起看的第一部电影,2,21917464,未知,非常积极,0.90 
本叶涟玖,保密,人 都 刀 傻 了,2,438399956,未知,中性,0.58 
头发有点卷_,保密,好想电影院重映！看过真的念念不忘,2,21360796,未知,中性,0.59 
剪刀手不剪刀剪什么,保密,最终 我们都成为了更好的自己 却没能成为更好的我们,2,20190020,未知,非常积极,0.84 
或许是苦茶呢,保密,这个电影中心大概就是成全吧。。打破了相爱就要在一起的这种局限，每个人都有自己的人生，爱情不一定是人生中最最重要的东西。男女主先后问对方你为什么要放弃自己的梦想也是这个道理。（个人理解）,2,397085967,未知,非常积极,1.00 
